group,cash,invest
0,0.035451788686049153,0.075133408870627569
0,0.14531008590964314,0.099060330985568865
0,0.19841727029836476,0.13482465048615777
0,0.020940481916166355,-0.0172636407531385
0,0.061878474622758972,0.047147722713579428
0,0.052328783666028417,0.076734993070340138
0,0.18482400915734612,0.066012552189166879
0,0.10722433558574149,0.093345794566079054
0,0.026245348706270086,0.10840789781255367
0,0.12942580329695183,0.09461813236447271
0,0.046477102417042102,0.013337497053419634
0,0.095534691416837791,0.050351890877451608
0,0.14586423077457747,0.097263747805507492
0,0.03032515351150962,0.063174829887409051
0,0.12557226851556419,0.081792773235518521
0,0.048043349247929384,0.040006426599349068
0,0.047537283509457962,0.10798787332968218
0,0.18978882702858024,0.077513008902845182
0,0.19091015045845208,0.086645811076107651
0,0.11066812172356702,0.083260501119490266
0,0.19256937294739693,0.067300372595160779
0,0.12157178996235216,0.12073676528046676
0,0.1226183594039245,0.12986510806176688
1,0.23598281116716707,0.34450285580614881
1,0.17455829497998765,0.04343477891814089
1,0.23077806289212635,0.20790382044122346
1,0.11959955529932317,0.10398276417558472
1,0.168713083969114,-0.00075548454038149027
1,0.055679784822158122,0.17908772563966013
1,0.075365398755151497,-0.022764468845429209
1,0.075455870119172097,0.094771623396545254
1,0.23276318388928466,0.20496618098627778
1,0.11611397349544902,0.11343046825796528
1,0.053622865616516677,0.1060172069119954
1,0.20883896183603728,0.27553175085299864
1,0.20706681684751643,0.21370859104318218
1,0.15618335987730911,0.2392642462146749
1,0.1441301962579927,0.075417655041126713
1,0.12220720017874867,0.040475583264332649
1,0.21951824900912184,0.21115564513353619
1,0.18113241838577826,0.18685622757149239
1,0.22054629659606023,0.22686102423765481
1,0.1891206315722315,0.30613323747738935
1,0.23192428343966429,0.13413467948323379
1,0.14598194202598244,0.11334263040283216
1,0.14373329872849913,0.15713104570154096
1,0.1838170162991293,0.063241646269495466
1,0.043864757628467463,0.086254855488685694
1,0.13083572981080557,0.15087446488709749
1,0.16217005960425085,0.014002188300087856
1,0.22496204433951006,0.22973925766037787
1,0.086319750053861943,0.15969381680603603
1,0.044234588713766065,0.10737892500563834
1,0.15549701630906052,0.066045503838153802
1,0.11795516534059106,-0.021716586387422188
1,0.18277714508133913,0.22860450081767569
1,0.25607390657623286,0.20686146491847859
1,0.10452884477445809,0.21020466001287974
1,0.25656400878882873,0.092394061760818602
1,0.20381210370414127,0.1738032151836614
1,0.16514533464385767,0.17537972201054125
1,0.041090456986356119,0.014151150947786628
1,0.10555466989820048,0.15306377812203148
1,0.19829597054333553,0.09064538470746096
1,0.13032794903240391,0.21336357953035628
1,0.055029299352556356,-0.035488920278802086
1,0.045076660285782263,0.057794460703487892
1,0.2417265597419197,0.12457478682819273
1,0.18870681229948427,0.18331287055856993
1,0.1801363976436722,0.12677635574086654
1,0.16243582746333426,0.096140648437969878
1,0.19348715405015057,0.15758440622884776
1,0.08432710036316611,0.14798565082334184
1,0.086249778128440535,0.045891607318291804
1,0.17040079946618755,0.053288788510436044
1,0.069133318172175384,0.13398595021324733
1,0.15799486042846828,0.13620961699494788
1,0.077360224412078696,0.083434408989568137
1,0.11853941690578226,0.074736788336971838
1,0.19920295774464572,0.074157987347833895
1,0.21504352807580371,0.048434949289014664
1,0.19011212266512081,0.16739839721132696
1,0.15540172508648534,0.095324912741147405
1,0.25334567415645087,0.17717955126397344
1,0.053909443410175957,0.042331958642053198
1,0.1817493106303483,0.18357427299867962
1,0.17208548242963081,0.15476656603275418
1,0.21995133885289453,0.28541399126342937
1,0.23562668366594808,0.10151396452729342
1,0.10991969613151142,0.12944809358323067
1,0.080988247125131418,0.050645848844824412
1,0.043510370656786181,0.10167274741940514
1,0.13983975500203086,0.1542417551043474
1,0.2359022827063271,0.17138506431613812
1,0.23657954678727719,0.21450196205827127
1,0.17108510708707989,0.16660081308654578
1,0.20044553054535033,0.19836428882532248
1,0.23823989532629875,0.11274070457616329
1,0.20521308396734725,0.14253880403867358
1,0.13228440634000663,0.17513618437784084
1,0.15468886068794444,0.057945950141356325
1,0.15497073520429142,0.17956179699311947
1,0.15314294784045701,0.11400850868729695
